,Actor,Average Actor Rating,ActorReviewCount,MovieCount
520,Benicio_Del_Toro,3.9867575870415193,64452.0,28
2635,Joe_Pantoliano,3.981968120284515,74091.0,27
2763,Ted_Danson,3.973422926486812,19942.0,17
5896,Heino_Ferch,3.9727392940697794,9831.0,14
5568,Olivia_Williams,3.9715139360700693,24433.0,24
5889,Armin_Rohde,3.9676826064109303,7612.0,11
5890,Joachim_Król,3.9676826064109303,7612.0,12
2025,Peter_Mullan,3.9661678133200935,14099.0,20
999,Tim_Roth,3.9651775899972526,58224.0,35
951,Edward_Burns,3.962585187525387,22157.0,21
6088,Wes_Bentley,3.9622722515898783,37267.0,21
9160,Vernon_Dobtcheff,3.9597911227154046,1915.0,23
4442,Naoto_Takenaka,3.9574616457461644,1434.0,15
4440,Kôji_Yakusho,3.9574616457461644,1434.0,17
10598,John_Billingsley,3.9560917721518987,1264.0,11
8921,Daniel_Brühl,3.953983969825554,21210.0,24
3916,Karin_Viard,3.9518480840963037,2949.0,16
3175,S._Epatha_Merkerson,3.9514192849404117,23075.0,11
4835,Tom_McCamus,3.94978323699422,1384.0,11
4836,Gabrielle_Rose,3.94978323699422,1384.0,13
9520,Alexandra_Maria_Lara,3.949459983384104,3611.0,13
3437,Kôichi_Yamadera,3.9494011456344387,5761.0,20
1625,Tim_Robbins,3.9489209170338286,66955.0,29
11069,Ka_Tung_Lam,3.9464912280701756,1140.0,14
3185,Frankie_Faison,3.9446196683340315,40583.0,25
781,Danny_Aiello,3.9435219034636595,16139.0,16
892,Tony_Chiu-Wai_Leung,3.942523506217774,6594.0,19
2928,Sean_Astin,3.941925352990033,77056.0,36
10199,Vera_Farmiga,3.9397426313541213,18728.0,28
1775,Embeth_Davidtz,3.9381093272542076,41234.0,20
6368,Aaron_Eckhart,3.936120309050773,25368.0,28
6759,Lauren_Bacall,3.9359709284471287,9769.0,19
7278,Maggie_Cheung,3.9359316011547856,4503.0,14
6527,Anthony_Chau-Sang_Wong,3.934185606060606,1056.0,26
8414,Megumi_Hayashibara,3.931875525651808,2378.0,21
6090,Sam_Robards,3.931140575781994,27302.0,12
11153,Mélanie_Laurent,3.9294338051623647,12010.0,17
12367,Tyler_Perry,3.928766855579441,5117.0,15
5431,Elliott_Gould,3.928708473974063,28145.0,15
8272,Nathalie_Baye,3.927973646723647,11232.0,15
8273,James_Brolin,3.927973646723647,11232.0,15
1613,Jeroen_Krabbé,3.922239793582754,24029.0,16
3813,Ron_Livingston,3.9216748071069585,14127.0,34
5246,Michael_Caine,3.9213316277859684,92248.0,42
358,Ticky_Holgado,3.9203173742031736,7373.0,12
6092,John_Cho,3.9194429656196585,35689.0,20
3235,Edward_Norton,3.9185324336758165,78252.0,23
482,Ellen_Burstyn,3.9184684486327006,22709.0,33
4439,Mathieu_Kassovitz,3.9170059183743287,29231.0,12
2162,Anthony_Heald,3.915542891943623,45976.0,14
7731,Orlando_Bloom,3.9147768064529753,94716.0,18
420,Larry_Pine,3.9123329363504036,7557.0,17
11204,Jess_Harnell,3.9109184228944707,12859.0,13
3026,Tom_Berenger,3.9108825861005903,22706.0,28
8413,Unshô_Ishizuka,3.9091580502215657,1354.0,13
522,Chazz_Palminteri,3.908447931606625,35559.0,26
9601,Paddy_Considine,3.907829486934961,10486.0,21
8214,Ulrich_Tukur,3.906231335855067,5023.0,18
5870,Johannes_Silberschneider,3.904040404040404,2178.0,11
6224,Derek_Jacobi,3.903762391108441,26632.0,18
10,R._Lee_Ermey,3.9012880667045216,66922.0,25
10204,David_Oyelowo,3.9012720346096725,15487.0,17
10200,Kevin_Corrigan,3.901262946522934,18924.0,39
9933,John_Standing,3.899246973596416,10491.0,11
7885,Daniel_Giménez_Cacho,3.8975371747211898,2152.0,17
11440,Allan_Corduner,3.896964856230032,1252.0,16
10520,Benedict_Cumberbatch,3.8958095781071838,10524.0,20
1913,Samuel_Le_Bihan,3.895513138324244,4034.0,12
2591,Li_Gong,3.894951354194057,3803.0,18
10790,Lee_Pace,3.8947578347578347,8775.0,11
5785,Holmes_Osborne,3.8940184049079756,16300.0,14
396,Hugo_Weaving,3.8922687147455304,62758.0,20
7689,Audrey_Tautou,3.8909085704471287,17467.0,20
7733,Marton_Csokas,3.8903142092209646,60883.0,25
5885,Franka_Potente,3.8895695578892777,30852.0,17
4989,Felicity_Huffman,3.8895420792079207,1616.0,12
9946,James_Ransone,3.8885980221058754,3438.0,14
10227,Rebecca_Hall,3.8873756513500712,16888.0,15
2126,Guy_Pearce,3.8871588285882406,44186.0,33
5475,Cate_Blanchett,3.8868787193895535,96454.0,36
3184,Scott_Glenn,3.8868631458176472,55782.0,27
7322,Gael_García_Bernal,3.8867490469304586,7607.0,22
9932,Sinéad_Cusack,3.8866121325018224,12347.0,11
7232,Wayne_Duvall,3.8861460733912425,11282.0,12
11832,Léa_Seydoux,3.8860579410243146,7732.0,13
10512,Saoirse_Ronan,3.8859453063371023,7606.0,16
9027,Jennifer_Ehle,3.8855638017716063,8354.0,18
343,Simon_Russell_Beale,3.885472370766488,2244.0,12
2155,Thora_Birch,3.8850643370915154,40179.0,15
1000,Eric_Stoltz,3.884679649688869,52068.0,27
11118,Lena_Endre,3.8838916934373566,2179.0,11
11121,Peter_Andersson,3.8838916934373566,2179.0,12
11130,David_Dencik,3.8838916934373566,2179.0,18
253,Dennis_Farina,3.883879651245891,41978.0,25
519,Gabriel_Byrne,3.8828194869381023,42490.0,43
5829,Mischa_Barton,3.881494705737503,24366.0,17
5788,Callum_Keith_Rennie,3.880012315717028,27607.0,32
3864,Paul_Butler,3.879382303839733,2396.0,12
3691,Peter_McRobbie,3.8783148707620008,2979.0,12
8274,Brian_Howe,3.8777995458390846,22459.0,15
8927,Burghart_Klaußner,3.877502175805048,2298.0,13
490,Morgan_Freeman,3.8773701253525936,158114.0,56
4385,David_O'Hara,3.8772713842517357,13538.0,11
5756,Eduardo_Noriega,3.8727359389895137,1049.0,17
9990,Ellen_Page,3.872236958443855,31668.0,17
11365,America_Ferrera,3.8717345872518285,7656.0,13
9656,Nathan_Fillion,3.8712352152176566,8201.0,16
3499,Kevin_McKidd,3.8705718541545235,15441.0,22
10591,Garret_Dillahunt,3.868890977443609,12768.0,14
2888,Peter_Vaughan,3.868741409778127,5093.0,11
7093,Amy_Ryan,3.8679624664879357,2984.0,15
4044,Béatrice_Dalle,3.8672566371681416,1017.0,12
851,James_Cosmo,3.867224509673706,45174.0,20
438,Bill_Paterson,3.865406976744186,1720.0,12
754,Frank_Whaley,3.865063860179817,47604.0,23
9,Laurie_Metcalf,3.8648065400629634,39388.0,12
4007,Willie_Garson,3.864468736944715,28724.0,17
1727,Rupert_Graves,3.864289971688273,13422.0,17
10201,James_Badge_Dale,3.8642606296249844,15946.0,14
2571,Adam_Goldberg,3.8626369639358535,41343.0,23
1777,Brad_Dourif,3.86210549793688,26901.0,31
11748,Tammy_Blanchard,3.8618721461187215,2628.0,17
9965,Daniel_Kash,3.8593397291196387,3544.0,14
9432,Jamie_Harris,3.8590035931453843,14472.0,12
521,Kevin_Spacey,3.858935752361358,106930.0,42
2,Don_Rickles,3.858756277380062,46795.0,15
5253,Steven_Mackintosh,3.8585668610118486,10634.0,20
861,Sophie_Marceau,3.8582743100380306,28661.0,17
6999,Catherine_Deneuve,3.8578761629772216,3117.0,32
7101,Mark_Ruffalo,3.8559465813519473,41259.0,34
413,Scott_Wilson,3.8558232497839238,9256.0,19
9829,Pip_Torrens,3.8557731538147695,2451.0,16
5567,Jason_Schwartzman,3.855209940374432,23983.0,20
3629,Greta_Scacchi,3.855116514690983,5922.0,16
8742,David_Carradine,3.8547014925373135,13400.0,20
11766,Jean_Dujardin,3.854399346227186,7342.0,18
3992,Jacques_Boudet,3.8541967118546294,3467.0,14
4010,Richard_Harris,3.85383213606592,37864.0,15
351,Dominique_Pinon,3.8534622557366416,24666.0,16
313,Graham_Beckel,3.8527527289985763,21070.0,19
3500,Kelly_Macdonald,3.851326995794607,28297.0,21
191,Harriet_Walter,3.8509706236041916,11642.0,14
4747,Tess_Harper,3.850705286960267,9287.0,13
7136,Chen_Chang,3.8501998546511627,11008.0,13
9862,Matthew_Goode,3.8498361423220975,12816.0,12
9967,Carmen_Maura,3.8489531405782653,1003.0,13
9970,Antonio_de_la_Torre,3.8489531405782653,1003.0,16
9606,Rosemarie_DeWitt,3.8476318141197496,2238.0,16
9602,David_Huband,3.8476318141197496,2238.0,11
9608,Nicholas_Campbell,3.8476318141197496,2238.0,12
3516,Chris_Mulkey,3.8472353656887925,7397.0,19
6992,Patrick_Fugit,3.846497447532615,14104.0,15
1890,Russell_Crowe,3.845580498070852,62722.0,35
4868,Gabriel_Mann,3.8453769167202276,21782.0,16
9775,Corbin_Bernsen,3.8441124780316343,2845.0,19
1293,Ralph_Fiennes,3.8432401405429224,86237.0,40
10866,Jackie_Earle_Haley,3.843168957154406,13607.0,11
1776,Stephen_Tobolowsky,3.8431392736802694,53420.0,48
1853,Michael_Badalucco,3.842239486573214,29605.0,13
1816,Siobhan_Fallon_Hogan,3.84156496644762,57522.0,19
7984,Clive_Owen,3.8413281054475683,23974.0,34
9216,Javier_Bardem,3.840771558245083,17186.0,22
11731,Jessica_Chastain,3.8405288720992985,3706.0,15
11181,Rachel_Nichols,3.839712918660287,6479.0,14
8747,Jun_Kunimura,3.8396081909061595,24808.0,17
9846,David_Tennant,3.839203036053131,13175.0,17
3649,Stacy_Keach,3.8381555686505595,16970.0,21
5189,Barry_Pepper,3.838063368349712,47216.0,25
1280,Ben_Kingsley,3.837978896103896,61600.0,45
380,Jon_Seda,3.8337938081901446,26422.0,16
5875,Bob_Bergen,3.8334595003785013,23778.0,11
674,Joseph_Gordon-Levitt,3.833110293297647,44835.0,31
4043,Isaach_De_Bankolé,3.8323758942120096,9226.0,16
9828,Matthew_Macfadyen,3.8297962648556876,3534.0,12
1866,Linus_Roache,3.8297707957764615,15532.0,14
6310,Estelle_Harris,3.8292600759524684,16326.0,15
6469,Tomas_Arana,3.8287182327241402,32502.0,13
5,John_Ratzenberger,3.8283486998860456,96530.0,18
6808,David_Schofield,3.8282965338596275,24321.0,13
10256,Claudio_Santamaria,3.8280545742477767,8209.0,12
106,Sean_Bean,3.8263870276065397,74620.0,40
10253,Simon_Abkarian,3.8260514124806977,11009.0,16
3788,Bernard_Hill,3.825984881281428,60058.0,17
6358,Patton_Oswalt,3.825269860992467,12877.0,18
3758,Brenda_Blethyn,3.825102624704565,8039.0,23
2092,Peter_Gallagher,3.824745708412313,37457.0,22
3258,Matt_Damon,3.8245731459810517,115789.0,43
11564,Philip_Granger,3.82445987654321,1296.0,11
10286,Ryô_Kase,3.8240819812126388,1171.0,19
5342,Noah_Wyle,3.822074142156863,6528.0,12
8985,Yoshiyuki_Morishita,3.8218793828892004,11408.0,13
8987,Kazuki_Kitamura,3.8218793828892004,11408.0,12
4032,Cicely_Tyson,3.821276595744681,5640.0,13
4694,Mary_Kay_Place,3.8208528341133645,15384.0,26
8734,Kevin_Chapman,3.820227126633812,4667.0,13
5438,Lynn_Redgrave,3.8200712589073635,1684.0,14
5439,Lolita_Davidovich,3.8200712589073635,1684.0,20
5441,Jack_Plotnick,3.8200712589073635,1684.0,12
7661,Colin_Stinton,3.8198573466476464,17525.0,15
409,Sean_Penn,3.8197377885307002,30586.0,33
6353,Pat_Healy,3.8195671660904087,7809.0,12
750,Uma_Thurman,3.819502751776416,67411.0,33
7009,Will_Sasso,3.818681318681319,4277.0,13
0,Tom_Hanks,3.818458542584811,195140.0,39
190,Tom_Wilkinson,3.817690942874307,71579.0,53
1791,Jodie_Foster,3.816976171458999,60096.0,20
505,Christian_Bale,3.8168925527455637,85884.0,38
4854,Michael_Bowen,3.8168748526985623,29701.0,16
10843,Chris_Pratt,3.8147387341122094,15578.0,13
2637,Daniel_Roebuck,3.81471173769959,24613.0,17
1901,Kim_Basinger,3.8145933014354063,15466.0,20
4121,John_Ritter,3.814555633310007,7145.0,13
6326,Yun-Fat_Chow,3.8143060338374006,13358.0,14
8323,Alice_Braga,3.8139332084490665,15481.0,14
9327,Anna_Massey,3.8134556574923546,3597.0,12
11178,Chris_Pine,3.8113946838928308,9443.0,15
10203,Simon_McBurney,3.811129647283127,4196.0,13
1612,Gary_Oldman,3.810226863521786,105526.0,38
10281,Jimi_Mistry,3.8069798213695005,6046.0,14
238,Chris_Cooper,3.806294670448963,63101.0,33
2577,Cole_Hauser,3.804716827158479,24508.0,24
9850,Dallas_Roberts,3.8045050055617353,8990.0,14
1261,Victor_Argo,3.804179644328343,9953.0,19
2103,Toni_Collette,3.8040362575042117,42143.0,34
894,Takeshi_Kaneshiro,3.8039889958734525,2908.0,12
915,Harry_Dean_Stanton,3.803718528831651,17238.0,21
11998,Scoot_McNairy,3.803281677301732,5485.0,14
11466,Rooney_Mara,3.803273137697517,13290.0,12
3823,Billy_Crudup,3.8006887504099707,30490.0,23
3170,Debi_Derryberry,3.8004638942485323,24359.0,12
6740,Iben_Hjejle,3.800385014067822,6753.0,13
1895,Mark_Boone_Junior,3.7996148589886944,40245.0,35
4336,Robert_Miano,3.7993227990970655,4430.0,15
9434,Min-sik_Choi,3.7987831696232224,6821.0,11
6519,Rutger_Hauer,3.798424467099166,14027.0,28
4434,Brion_James,3.7984056082883555,16119.0,16
8168,Mía_Maestro,3.797892418999685,3179.0,14
8642,James_Urbaniak,3.797279792746114,1544.0,19
122,Martin_Sheen,3.796535346769774,32846.0,36
4126,Brent_Briscoe,3.796179200861025,14866.0,25
10298,Peter_O'Toole,3.796015632446859,10491.0,16
10126,Karl_Johnson,3.7959205698251672,4633.0,13
11837,Steven_Berkoff,3.7958297132927887,3453.0,14
6012,Trevor_Morgan,3.7952449180621475,22334.0,15
13,Jack_Angel,3.794521625576236,63559.0,11
2017,Kerry_Fox,3.793038922155689,2672.0,14
8186,Rupert_Grint,3.7930336168489265,41973.0,13
6188,Ned_Bellamy,3.792939903234021,15708.0,14
9983,Meagan_Good,3.7928909952606635,1055.0,23
9980,Noah_Fleiss,3.7928909952606635,1055.0,12
6939,Piper_Perabo,3.789762698568347,15297.0,20
6011,Haley_Joel_Osment,3.789644302754594,27917.0,14
1773,Allison_Janney,3.788707391893365,64219.0,33
4637,Jamey_Sheridan,3.788405088062622,2044.0,15
390,Madeleine_Stowe,3.787986045251321,29524.0,17
6673,Edward_Asner,3.786040342976991,16211.0,18
10104,Tony_Hale,3.7853799559471364,3632.0,11
12451,Eddie_Redmayne,3.7853522554485557,1973.0,15
466,Casey_Affleck,3.7851563354703193,45703.0,25
9263,Nick_Frost,3.7850044030695686,15898.0,12
3504,Shirley_Henderson,3.7843630336629137,17497.0,24
10480,Sienna_Miller,3.78356824925816,2696.0,12
5098,Gillian_Anderson,3.783424680285667,12042.0,17
970,Leonardo_DiCaprio,3.783325839397304,108977.0,29
5886,Moritz_Bleibtreu,3.78284,12500.0,26
3116,Saul_Rubinek,3.782263926518205,15133.0,28
12478,Mark_Hamill,3.7821949947862357,3836.0,17
5161,Ajay_Naidu,3.782095471929742,21179.0,16
7312,Thomas_Lennon,3.781247794480909,28338.0,20
523,Pete_Postlethwaite,3.781104981451315,73051.0,27
5575,Joseph_Fiennes,3.7806798395033687,13209.0,19
4181,Lukas_Haas,3.780572951929587,23632.0,26
3,Jim_Varney,3.780129940443963,36940.0,15
3765,Ron_Cook,3.7797375476224073,7087.0,16
9568,Alexis_Bledel,3.779668607254814,8932.0,13
10701,T.J._Miller,3.7789127423822713,14440.0,13
1744,Ian_Holm,3.7787680473033096,69678.0,32
1404,Aidan_Gillen,3.777609223300971,11536.0,15
3605,Donnie_Wahlberg,3.777346374972,26786.0,16
3789,Emily_Mortimer,3.7772732656848422,25327.0,30
10572,Amy_Madigan,3.777185501066098,1876.0,18
6994,Michael_Angarano,3.777034448327509,10015.0,24
6583,Richard_Fitzpatrick,3.776566757493188,5505.0,15
493,Brad_Pitt,3.775707607581967,156160.0,40
10076,Peter_Wight,3.7749442142174052,9411.0,14
121,Annette_Bening,3.773599376056155,38465.0,22
8942,Paul_Dano,3.772578380907815,14959.0,19
2253,Moira_Kelly,3.7724652599073596,19430.0,17
9168,Mads_Mikkelsen,3.7713449187759727,10588.0,26
36,Kevin_Pollak,3.770508281591916,56209.0,44
2399,Ron_Rifkin,3.769659788064696,21516.0,16
2202,Sally_Field,3.7693403399357086,51951.0,15
7649,Daniel_Radcliffe,3.7692810232782037,58166.0,15
5781,Molly_Hagan,3.7691796429927837,5266.0,11
3376,Gary_Farmer,3.7687086470454028,8766.0,16
4863,Mark_Pellegrino,3.7685468272290508,16027.0,15
9341,Clifton_Powell,3.7684056557776695,2051.0,21
9344,Curtis_Armstrong,3.7684056557776695,2051.0,17
1743,Helena_Bonham_Carter,3.7676256879796703,78309.0,42
8654,Jenny_O'Hara,3.767588303416329,6908.0,11
3249,Austin_Pendleton,3.767524388519723,35365.0,26
4642,Katie_Holmes,3.767366484045,23911.0,22
2185,Anna_Thomson,3.7671906228055962,18513.0,13
1304,Patrick_Swayze,3.766873043951558,14698.0,18
3240,Tony_Plana,3.766010978956999,4372.0,14
3238,Steven_Bauer,3.766010978956999,4372.0,11
5730,Heath_Ledger,3.7658221138556134,37732.0,14
319,Laurence_Fishburne,3.765349801201252,59105.0,43
3981,Albert_Finney,3.7646562236187977,31983.0,17
7790,Dagmara_Dominczyk,3.7635751089972254,2523.0,13
9901,Mathieu_Amalric,3.7634928229665072,10450.0,30
6048,Ralf_Moeller,3.7626785543092702,20862.0,11
4933,Lupe_Ontiveros,3.7626208378088077,9310.0,14
9824,Carey_Mulligan,3.761395809739524,7064.0,12
764,Vincent_Cassel,3.7610161785321865,26393.0,26
10573,Titus_Welliver,3.7607340229559303,7057.0,12
7574,Brían_F._O'Byrne,3.7598669623059866,6765.0,14
8802,Melissa_Leo,3.7592536712935023,9942.0,31
11116,Michael_Nyqvist,3.7589767818574513,7408.0,25
1131,Jonny_Lee_Miller,3.7589420180722892,15936.0,18
9423,Rick_Gomez,3.7584003786086133,10565.0,11
4882,Melissa_George,3.758303772976459,6202.0,14
3410,John_C._McGinley,3.758077482581732,26122.0,29
2252,James_Earl_Jones,3.755992688297121,24071.0,22
1461,Christopher_Plummer,3.7557326478149102,48625.0,43
4,Wallace_Shawn,3.7555233639067924,64544.0,41
7015,Kip_Pardue,3.755440552016985,3768.0,17
9555,Suet_Lam,3.755297157622739,1935.0,31
1260,Deirdre_O'Connell,3.7551789077212807,4248.0,17
10926,Geoff_Bell,3.7548704559148423,4979.0,20
4382,Julia_Stiles,3.753999425232302,41756.0,23
1501,Arsinée_Khanjian,3.753731343283582,2680.0,15
5119,Albert_Brooks,3.753444555112882,24096.0,14
2075,Kevin_Tighe,3.753015592821418,6798.0,12
4362,Tommy_Flanagan,3.7512506685964193,31783.0,15
1400,Minnie_Driver,3.7510863986313088,29225.0,23
9133,Zoe_Saldana,3.750859048645735,29684.0,24
1536,François_Cluzet,3.7506691373275682,9714.0,16
3764,Lesley_Manville,3.749926793557833,3415.0,15
2438,Geraldine_Chaplin,3.7495435179549603,3286.0,28
10559,Denis_O'Hare,3.749509483322433,7645.0,20
4222,Steven_Waddington,3.7493498817966904,16920.0,12
7018,Ryan_Gosling,3.7490060613960763,15343.0,20
9461,Sally_Hawkins,3.7477931904161412,1586.0,21
9465,Tamer_Hassan,3.7477931904161412,1586.0,13
7135,Ziyi_Zhang,3.747770403401431,19286.0,14
5505,Brad_Garrett,3.7474834456750896,33677.0,18
617,Quentin_Tarantino,3.747219084779409,29217.0,13
379,Bruce_Willis,3.74688457052432,146609.0,56
10377,Zoe_Kazan,3.7463267070008643,1157.0,14
625,Michael_Parks,3.745763269604133,30389.0,16
9094,Karl_Urban,3.7457028389264635,23213.0,18
54,Jane_Adams,3.7450363997352745,24176.0,22
1,Tim_Allen,3.7449920416165225,51518.0,26
700,Caroline_Goodall,3.7449861495844874,45125.0,18
1903,Stephen_Rea,3.744268240211445,16269.0,34
11341,Geraldine_James,3.743954926050552,12779.0,15
9261,Simon_Pegg,3.743830223633717,30228.0,19
3620,Pam_Ferris,3.7437648717722745,11347.0,12
6264,Christopher_Lee,3.743065325299286,75346.0,27
5698,Jason_Statham,3.7428621114870206,31627.0,33
4672,Connie_Nielsen,3.742756751928059,33583.0,21
1924,Juliette_Binoche,3.7423626437449182,8609.0,34
9827,Kelly_Reilly,3.7422087510686253,12867.0,19
858,Brian_Cox,3.7413193263978606,88242.0,57
5116,Catherine_Keener,3.7404996365078316,30262.0,43
346,Emma_Roberts,3.7401865526622617,2573.0,20
10074,Bryan_Cranston,3.7390634802943024,17533.0,18
150,Anthony_Hopkins,3.7384245177164024,73971.0,42
1090,Steven_Randazzo,3.7375290541748614,5593.0,12
9484,Michael_Peña,3.7364315074238736,11921.0,24
7500,Anne_Hathaway,3.7359821004813885,29498.0,26
10519,Patrick_Kennedy,3.735902926481085,1401.0,13
1888,Griffin_Dunne,3.7349737405174093,10282.0,19
2021,Keith_Allen,3.7347607052896725,7940.0,20
10780,Maggie_Grace,3.734375,4512.0,15
415,Margo_Martindale,3.7336027642376752,16207.0,30
8584,Til_Schweiger,3.7335910511597303,12158.0,32
2065,Zach_Grenier,3.7331612034126627,48994.0,20
2991,James_Frain,3.7330087134802667,9755.0,22
2610,Josh_Hamilton,3.7323691985132945,20986.0,19
742,Noah_Emmerich,3.732264019157853,20044.0,18
5927,Mena_Suvari,3.7319544581465913,35923.0,27
6398,Al_Waxman,3.7315357561547478,1706.0,11
4236,Julie_Christie,3.731532524807056,5442.0,11
5651,Sissy_Spacek,3.730908804039129,6338.0,20
10331,Michael_Fassbender,3.7307900432900434,27720.0,20
494,Gwyneth_Paltrow,3.730770827279897,72273.0,35
578,Terrence_Howard,3.7307608028749235,22818.0,34
4303,Bob_Balaban,3.730666270077335,16810.0,27
10251,Eva_Green,3.730304315555084,9431.0,13
8940,Emile_Hirsch,3.7300113410830735,7054.0,21
699,Jeff_Bridges,3.7292382103990325,41350.0,36
4699,Johnny_Whitworth,3.72909129602043,9398.0,14
2841,Walton_Goggins,3.7280509808437943,26049.0,18
996,Liam_Neeson,3.7274415997497132,76712.0,45
2799,Zach_Braff,3.726672458731538,5755.0,12
3357,Jennifer_Connelly,3.7265214124718256,39930.0,25
9902,Valeria_Bruni_Tedeschi,3.726465730800991,2422.0,13
9905,Yvan_Attal,3.726465730800991,2422.0,16
9904,Marie-Josée_Croze,3.726465730800991,2422.0,13
9898,Hanns_Zischler,3.726465730800991,2422.0,16
1462,David_Strathairn,3.7255831675204267,47242.0,47
3408,David_Morse,3.7239975450081833,48880.0,32
22,Patricia_Clarkson,3.7233816516360547,42358.0,46
5158,Ben_Shenkman,3.72165991902834,3952.0,14
5808,Anna_Friel,3.720729715011799,5509.0,15
576,Olympia_Dukakis,3.720635362965027,7177.0,21
5658,Jake_Gyllenhaal,3.71976023150062,36285.0,21
12292,Bingbing_Fan,3.7195330296127564,3512.0,13
10157,Alain_Chabat,3.71883786316776,1067.0,20
10554,Michael_O'Keefe,3.7186311787072244,1578.0,13
71,Dennis_Haysbert,3.718173732582271,16865.0,30
1192,Ethan_Suplee,3.717547217968351,39180.0,23
4704,Nicole_Ari_Parker,3.7174054054054055,9250.0,11
192,Kate_Winslet,3.717071624762307,47330.0,29
11329,Adriane_Lenox,3.716750418760469,2985.0,11
10495,Christopher_Mintz-Plasse,3.7166392092257,20031.0,14
10363,Benedict_Wong,3.7154666666666665,9375.0,12
5364,Jared_Leto,3.7152519148338135,28462.0,15
3123,Brendan_Sexton_III,3.714934963171917,6381.0,16
1309,Chris_Penn,3.7137014314928427,26406.0,23
5190,Vin_Diesel,3.7133913810206107,45365.0,18
821,Clint_Eastwood,3.713043746339057,32437.0,20
7367,Paul_Bettany,3.71287585501374,49853.0,26
10574,Michael_Kenneth_Williams,3.7126153846153844,3250.0,16
9509,Matthew_Gray_Gubler,3.7121938577167293,7717.0,12
9272,Rafe_Spall,3.7120062965083,13976.0,11
10642,Olivia_Thirlby,3.711772901428074,8613.0,16
10986,Alison_Pill,3.7111054247697033,9770.0,12
183,Frank_Vincent,3.7105968070288227,9333.0,12
5669,Stephen_Root,3.7095874214358315,48209.0,32
7085,Aunjanue_Ellis,3.708437413266722,3603.0,13
7043,Julie_Walters,3.7082430297909856,27223.0,23
3164,Gilbert_Gottfried,3.7074218302599933,17462.0,12
10867,Jeffrey_Dean_Morgan,3.7073375262054507,4770.0,18
201,Alan_Rickman,3.7073095060809136,40290.0,26
7920,Matt_O'Leary,3.7070825515947465,2132.0,14
6210,Barbara_Hershey,3.7067289949563293,8129.0,22
4221,Jodhi_May,3.7063425829334444,4793.0,16
5970,Amy_Adams,3.7056960873521385,27475.0,31
10398,Kristen_Wiig,3.705255823213219,25115.0,24
